CaseOrder,Population,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Port_modem_Yes,Tablet_Yes,Phone_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,PaperlessBilling_Yes,Contract_One_Year,Contract_Two_Year,InternetService_Fiber_Optic,InternetService_None,PaymentMethod_CC,PaymentMethod_ECheck,PaymentMethod_MCheck
9328,60254,9.371011,14,0,0,64.01003,142.4713,6068.222536,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0
9329,21184,6.880176,12,1,0,44.73398,172.4733,4249.716645,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0
9330,202,9.196199,13,2,0,66.79288,124.9607,5950.933762,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
9331,1024,11.53912,13,1,0,53.81991,240.1149,5394.514435,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
9332,2127,8.685498,20,1,2,53.99857,159.9794,5055.502095,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
9333,18029,13.60832,8,3,0,37.36723,174.9919,3569.479648,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1
9334,1389,3.671674,6,3,0,69.69574,129.9621,6529.773925,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
9335,55210,8.793558,21,0,1,57.23085,169.9447,4975.669515,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
9336,2400,10.84557,15,0,1,68.95831,152.466,5839.250864,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
9337,1363,9.006029,12,0,0,38.2827,159.9512,3376.351709,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
9338,40005,6.936565,12,0,1,66.63279,159.9476,6335.387515,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9339,171,13.01421,17,1,1,53.54212,137.4698,4974.114415,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
9340,14619,3.362072,3,1,1,56.17179,174.9768,5360.346274,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0
9341,1001,7.435907,6,2,0,59.6499,245.1283,6196.784339,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
9342,5176,10.24188,17,0,3,59.15713,147.5031,5081.314229,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0
9343,1922,10.61307,4,0,2,70.46581,232.6415,6535.516989,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0
9344,1784,11.94654,7,2,0,71.46108,190.1737,6391.040605,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1
9345,41600,3.217473,12,0,0,54.88836,245.175,5214.288823,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0
9346,3219,10.03353,10,1,0,50.24277,192.4567,4537.352503,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
9347,17479,10.64494,9,2,0,65.43822,169.9447,5815.077393,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
9348,3149,8.930603,10,0,0,69.1413,127.4958,5901.736855,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0
9349,2984,14.63927,11,3,1,53.03214,162.5299,4958.925244,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0
9350,29997,11.29101,9,1,0,42.6185,165.0182,3891.731564,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0
9351,14839,6.836654,15,1,0,68.86185,129.9598,6374.14986,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
9352,22492,8.353363,11,1,0,70.81829,275.1336,6499.362155,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1
9353,13132,13.66895,6,0,0,49.69121,174.9755,4642.465727,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0
9354,239,7.897277,14,2,0,60.04586,149.9741,5509.232295,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0
9355,837,6.003569,10,2,0,66.78251,129.9915,6235.066316,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0
9356,2357,5.161611,15,0,0,62.09703,159.9942,5452.509295,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0
9357,36724,11.63485,16,1,1,63.29972,159.9642,5465.291356,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
9358,2862,7.889915,8,2,0,58.54629,124.9607,5222.447526,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
9359,960,11.38978,10,3,1,51.79712,149.9707,4663.249156,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0
9360,5670,9.92907,12,3,0,67.12189,179.9476,5714.242038,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
9361,215,7.371937,14,2,0,70.92476,139.9349,6483.348101,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0
9362,12570,6.984431,11,0,1,70.17477,137.4392,5874.0733,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1
9363,6935,11.31872,12,0,1,66.13697,159.9642,5739.667361,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0
9364,22766,9.924963,7,2,2,48.90533,204.9797,4373.931443,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0
9365,601,7.930711,14,0,0,67.13803,179.9656,5653.877056,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
9366,3700,9.219293,14,3,1,60.34589,252.6378,5500.10857,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1
9367,2419,7.48647,13,2,0,59.13489,225.1457,6078.532596,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0
9368,372,4.796609,10,0,0,38.07335,245.1612,4016.522653,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0
9369,254,9.237924,15,0,1,71.96367,92.5018,5953.601251,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0
9370,589,11.57345,13,1,0,51.87217,139.9861,4708.151617,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0
9371,1319,9.904571,15,3,0,69.25128,137.4698,6271.997377,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1
9372,919,11.10415,6,1,0,47.04565,92.45514,4309.391711,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9373,680,10.12587,16,1,0,37.23531,184.967,3495.239613,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0
9374,2310,8.106295,13,2,0,63.27923,162.497,6211.784273,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0
9375,7883,12.12624,8,2,0,55.63584,172.4567,5180.761441,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0
9376,1748,8.035783,9,1,0,71.56684,232.652,6595.253777,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
9377,255,8.6347,13,1,0,42.74967,104.9923,3692.139265,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0
9378,16163,14.38138,14,0,2,62.91372,149.9776,5425.114173,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
9379,766,5.74823,14,0,0,39.11075,245.1283,4420.771386,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0
9380,972,6.368564,12,0,1,56.37261,140.0049,4852.53915,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0
9381,782,14.81596,11,7,0,56.40613,200.1185,5512.145017,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
9382,210,11.55533,13,0,0,65.5396,147.4713,5640.561409,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
9383,12628,4.983086,11,3,0,64.81224,114.9509,5869.378889,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
9384,518,10.87347,13,1,0,36.76838,117.472,3270.009915,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1
9385,1108,6.189949,5,0,0,65.01223,182.447,5833.372426,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1
9386,23875,9.32394,12,0,0,50.27926,127.4601,4688.00861,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1
9387,1924,6.855149,8,0,4,63.17504,217.484,5689.315894,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1
9388,583,8.259933,17,2,1,55.73208,267.6427,5645.707551,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1
9389,12577,13.35703,12,1,1,57.27176,152.4624,5583.623978,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
9390,43551,13.0284,16,2,0,71.71756,162.4538,6753.968051,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
9391,7050,11.40089,17,0,0,67.95515,187.4847,6263.757352,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0
9392,4528,6.304843,10,0,1,66.83137,255.1417,6140.647609,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
9393,6604,10.73749,11,1,0,50.67652,235.1372,5313.315024,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0
9394,8284,7.786296,13,0,2,65.15995,172.4555,5804.098375,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1
9395,26,10.26142,13,0,0,63.28819,197.4876,5570.11497,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0
9396,69,6.213528,9,0,1,67.19978,117.4686,6025.459819,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0
9397,761,11.66757,8,1,0,49.72909,172.4705,4977.596828,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
9398,440,10.64368,7,1,0,61.82169,162.447,5630.968528,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
9399,109,7.092099,9,1,0,62.2002,275.1336,6055.20888,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1
9400,1927,12.72561,15,1,0,61.27483,169.9447,5430.887513,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
9401,383,9.381688,11,0,0,41.17585,134.9801,3561.612414,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0
9402,1543,9.953286,13,0,0,71.10143,222.6362,6687.67953,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
9403,1972,0.827544,8,1,2,61.59036,207.6094,5441.578168,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
9404,147,10.19731,11,1,0,61.68555,275.1336,5694.030993,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0
9405,11647,6.659046,14,0,0,58.15209,179.9476,5087.470766,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0
9406,411,10.61585,15,0,0,60.54294,137.4616,5245.350989,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
9407,7371,9.07607,5,1,0,62.31372,214.9663,5588.162385,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0
9408,4832,13.74043,9,0,0,69.7539,245.1457,6419.956581,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0
9409,10185,9.020448,14,0,0,41.97598,159.983,3830.124693,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0
9410,872,9.84351,14,4,0,69.99165,222.6326,6832.868436,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
9411,93,14.02325,15,0,0,66.64969,210.138,5931.491211,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1
9412,2684,6.719136,12,1,0,49.04173,235.1417,5205.119963,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0
9413,221,10.49267,13,0,0,50.58579,204.9496,4395.076801,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0
9414,7749,9.180051,12,1,2,56.21686,102.4746,4859.940299,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0
9415,77,11.69593,11,2,0,56.39145,137.4836,5231.943657,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0
9416,686,11.78497,13,1,0,70.90623,179.9476,5978.10151,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0
9417,868,10.57287,11,1,2,57.49343,152.4579,5547.79964,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0
9418,168,4.773942,12,2,1,56.14325,220.1185,5069.704766,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0
9419,248,8.525073,12,2,1,46.94705,157.4698,3968.64853,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0
9420,1899,14.22713,7,1,0,58.01097,172.5104,4996.932332,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0
9421,22744,10.49348,11,1,2,57.33305,164.967,5586.884248,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0
9422,35240,16.01067,13,1,0,71.39698,142.4689,6584.194557,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0
9423,1976,11.91664,11,1,3,49.37752,175.1331,4554.912177,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
9424,1659,10.26971,10,0,1,62.08608,242.6573,5746.521769,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1
9425,5442,12.57676,13,1,0,59.20792,142.4827,5562.080707,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
9426,1257,12.24262,9,0,0,71.94719,140.0049,6107.912748,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0
9427,39994,9.454309,10,2,0,43.40702,104.9923,3784.619457,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0
9428,26640,13.47255,10,1,0,58.91402,152.5022,5324.687949,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0
9429,187,14.86993,17,1,0,59.1561,172.4567,5548.443188,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
9430,2718,9.41206,10,0,0,67.99131,217.484,6080.672336,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1
9431,25328,7.74031,12,0,0,69.70761,152.4798,6161.795039,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0
9432,5858,7.762278,10,0,0,40.8394,119.9568,3961.965984,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0
9433,12830,14.22832,8,1,0,51.67412,119.9897,4641.841664,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1
9434,5360,12.2166,15,1,1,54.61973,117.472,4740.544814,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
9435,3351,7.771673,12,1,1,64.93663,192.4404,5852.299578,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0
9436,16630,10.96142,13,0,0,68.00653,194.9663,6625.807498,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
9437,4308,11.8535,13,0,1,41.84938,184.9647,3717.758451,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
9438,362,11.67139,15,2,1,66.49811,124.9781,5661.862374,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0
9439,14989,12.23027,20,1,0,54.64972,149.9378,5350.055146,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1
9440,27897,8.450991,17,0,0,57.27183,194.9663,5638.438682,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
9441,1782,11.98358,13,0,1,42.47836,265.1283,4224.921196,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
9442,0,11.73306,14,0,0,60.47912,162.5119,5341.089808,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0
9443,423,11.25886,17,0,0,39.27473,175.0062,4129.863047,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0
9444,759,7.750919,10,1,0,52.78874,207.6094,4728.350252,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1
9445,921,10.15194,8,0,1,36.05704,235.1591,3729.770527,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0
9446,655,13.36237,14,0,0,70.63095,192.4705,6280.352244,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0
9447,7260,8.301608,16,0,1,71.48016,255.1417,6572.01585,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1
9448,66,13.20603,10,2,0,71.17766,127.482,6053.109934,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0
9449,12628,14.3882,9,1,1,66.57294,137.5165,5572.501755,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0
9450,1840,5.325493,14,2,0,62.90578,187.6422,5829.765326,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0
9451,54780,11.77623,15,1,0,65.01229,137.4392,5473.614497,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1
9452,1748,5.545685,8,2,0,63.40014,114.9976,5574.461345,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0
9453,613,7.87678,9,2,0,52.92007,179.9794,4622.488998,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1
9454,736,11.11017,8,1,1,71.54844,204.961,6436.529978,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0
9455,945,11.32677,15,0,0,50.26004,149.9447,4958.675342,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9456,1785,12.16623,17,1,0,57.37458,252.6378,5468.30764,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
9457,3576,4.617674,16,0,0,45.5098,222.6281,4847.023011,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0
9458,294,7.332892,14,0,1,68.63549,152.509,6081.602554,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0
9459,193,9.893011,14,0,0,54.72683,194.9882,4908.377893,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0
9460,115,8.590983,8,1,0,58.87612,160.0013,5198.878568,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
9461,25134,15.89345,13,0,0,57.25068,134.9801,4941.36404,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
9462,3709,9.414665,17,0,1,51.83082,245.175,4969.876754,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0
9463,32117,9.3203,19,1,2,56.77789,112.4551,4899.165964,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1
9464,206,11.56996,11,0,1,48.50733,232.624,5067.734125,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
9465,2275,8.181079,11,1,0,69.48387,184.9715,6048.496879,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0
9466,1786,7.75943,11,0,0,63.55011,164.9715,6006.148703,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
9467,476,11.43391,12,1,2,55.87308,184.9853,5104.605923,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0
9468,10451,10.59431,7,0,1,67.41948,164.9785,6294.844782,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0
9469,207,9.371171,11,2,0,54.74318,265.147,5128.476246,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
9470,6335,8.474787,8,1,0,54.20972,104.9923,4824.822478,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0
9471,4705,11.27164,11,0,1,49.61816,242.6281,4764.450406,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0
9472,4406,12.74004,7,1,0,64.04466,129.9483,5958.960225,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
9473,496,8.086307,10,1,0,51.51251,204.961,4810.093397,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0
9474,68,13.68737,12,0,1,53.44438,275.1198,5053.249434,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
9475,48969,8.279436,15,1,0,56.22378,129.9483,5161.60863,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
9476,323,13.90412,22,0,0,47.48699,210.1051,4943.554958,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
9477,7456,11.44544,11,0,1,71.06048,104.9923,6055.61999,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1
9478,166,10.28962,12,1,1,61.54459,257.6375,6284.948965,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0
9479,4177,10.78887,12,0,0,60.09935,119.9897,5116.646122,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0
9480,4216,12.46556,8,1,0,61.29211,149.9483,5163.277727,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0
9481,5639,10.88036,14,2,0,66.47483,127.4601,6000.414945,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1
9482,714,4.452309,14,1,1,66.82161,222.6609,6471.718103,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1
9483,2604,9.760517,10,0,0,71.99928,232.652,6745.439598,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0
9484,2175,8.20146,15,0,0,67.74157,220.1323,6119.939852,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
9485,587,6.579744,11,5,1,64.95028,182.4608,5745.359728,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0
9486,21825,14.69873,11,0,0,68.30856,184.9496,6572.634947,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0
9487,635,9.282643,12,0,0,68.88449,169.9447,5882.516568,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
9488,548,10.14357,13,1,2,68.96928,182.4433,6390.767295,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
9489,548,7.283757,5,1,0,58.86292,212.6557,5445.472792,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0
9490,537,8.101706,18,1,0,58.5608,114.9509,5233.838265,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
9491,2951,7.054788,6,2,0,57.92283,235.1555,5921.839604,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0
9492,232,10.81203,13,0,0,42.74753,212.6228,4730.05387,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
9493,23,10.522,12,1,0,54.87013,235.1417,5583.899513,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
9494,57226,14.7506,12,1,0,55.74944,147.4738,4752.863118,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0
9495,11335,8.986845,10,0,0,71.83314,117.4835,6378.988565,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
9496,46,10.30218,15,1,1,66.75045,192.4404,5857.937007,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
9497,671,8.162504,13,3,0,43.01015,167.4564,3643.379954,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0
9498,80,10.0151,7,1,0,55.81802,194.9581,5071.720337,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0
9499,34639,5.72361,9,3,0,59.54373,217.4702,5444.825706,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0
9500,15644,14.20174,9,0,1,51.43424,169.9447,4422.020076,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
9501,33435,5.15128,11,1,0,70.41272,172.4441,6101.79747,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0
9502,2027,6.05702,14,0,1,65.44538,204.9634,5749.199161,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0
9503,838,9.554385,12,1,0,68.9536,255.1372,6406.812827,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0
9504,1220,9.329676,14,0,0,62.07809,142.4526,5893.413959,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1
9505,42011,7.670802,16,0,0,65.19899,129.9926,5640.220209,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0
9506,207,10.90873,12,1,0,53.37805,125.0073,4535.472251,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0
9507,20929,4.19326,10,2,1,64.94288,139.9568,5539.851767,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0
9508,46513,9.208571,13,0,0,48.31275,204.9634,4364.211589,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0
9509,171,13.92475,7,1,1,55.87037,212.6415,5702.76012,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0
9510,41665,10.81583,11,0,0,53.28955,142.5007,5084.625994,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0
9511,7354,10.78449,17,0,1,63.05783,169.9447,5573.580119,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0
9512,46890,11.28199,10,1,0,62.28135,127.4738,5910.676012,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
9513,13475,7.763803,14,1,0,68.20701,169.9378,5953.612372,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0
9514,215,11.95052,11,1,1,48.24148,187.6422,4479.265023,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0
9515,651,8.489095,10,0,1,58.66601,104.9629,5084.758938,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
9516,3373,7.049572,11,2,2,64.19478,184.967,5758.699624,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0
9517,14985,9.154382,8,0,1,47.79913,169.9741,4305.698234,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0
9518,1215,8.275925,9,0,0,54.89306,230.1051,5031.554237,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0
9519,499,8.898125,13,1,1,67.10378,182.49,5998.639237,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0
9520,140,11.79061,13,1,2,63.72204,162.4713,5507.943409,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0
9521,5706,11.51417,10,1,0,66.89696,147.4783,5730.642149,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0
9522,2275,6.426418,16,1,0,71.23043,159.983,6059.960875,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1
9523,5283,11.6179,9,2,0,60.33663,275.1198,5498.125633,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1
9524,6519,7.586747,14,2,1,59.98562,202.6362,6099.843568,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0
9525,18322,11.71731,13,1,1,67.67761,242.6281,6361.936513,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1
9526,195,7.117576,17,2,0,61.50738,149.9915,5447.398068,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1
9527,4388,6.74053,8,0,1,45.65226,149.9621,3954.170646,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
9528,8140,9.592787,14,0,0,64.68955,197.4945,5949.914693,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0
9529,114,6.78886,10,1,0,61.83307,277.6513,5931.842515,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0
9530,159,9.447473,10,0,0,70.36396,127.4586,6136.653635,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
9531,901,13.26825,17,1,0,66.73461,207.6094,5921.501848,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0
9532,6302,10.38436,5,1,2,52.38371,214.9663,4670.326557,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0
9533,271,13.38037,12,2,0,69.60264,142.4713,6412.993801,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0
9534,843,12.91539,13,2,1,63.75865,117.4858,5623.802264,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1
9535,29154,5.073443,12,1,0,58.20259,160.0122,5218.302234,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1
9536,6213,11.56473,16,0,0,67.95509,130.0244,5878.395212,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0
9537,20872,11.22831,10,0,0,67.6308,187.656,6139.695302,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0
9538,134,9.702296,13,0,0,58.87396,117.4872,5375.881358,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
9539,1015,11.85362,11,0,0,56.29659,159.965,4933.193936,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0
9540,9162,8.031817,13,1,0,66.68553,139.9568,5748.620529,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0
9541,1145,9.605943,10,2,1,60.64369,164.9853,5881.611846,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1
9542,15787,5.81173,14,1,0,52.78581,104.9643,4782.774479,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1
9543,4777,7.831325,8,3,0,61.78618,127.4586,5420.694461,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0
9544,15400,10.66271,9,1,1,56.8243,127.4958,4836.771242,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0
9545,227,12.27148,9,0,1,59.97134,237.6549,6074.154988,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
9546,11866,12.38166,12,3,2,51.19742,184.9496,5011.208685,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0
9547,824,8.937648,7,4,0,56.31703,117.4686,5490.224221,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0
